trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.002, 'e': 0.6921171816887304}",20,0,-4.688401348721404,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
186,False,"{'a': 0.002, 'e': 0.6907343306373547}",20,0,11.744132684236547,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
187,False,"{'a': 0.002, 'e': 0.6893542425242224}",25,6,16.31811997664082,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.002, 'e': 0.6879769118289795}",30,0,-12.533735941188706,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
189,False,"{'a': 0.002, 'e': 0.686602333042301}",25,0,6.547476040630501,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
190,False,"{'a': 0.002, 'e': 0.6852305006658703}",30,0,-57.02447017356849,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
191,False,"{'a': 0.002, 'e': 0.6838614092123558}",25,0,-93.28140217876323,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
192,False,"{'a': 0.002, 'e': 0.6824950532053901}",20,4,16.01304876976061,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.002, 'e': 0.6811314271795471}",20,0,-10.976286273321534,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
194,False,"{'a': 0.002, 'e': 0.679770525680321}",25,0,1.3848219244191828,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
195,False,"{'a': 0.002, 'e': 0.678412343264104}",20,0,-1.6088922090201763,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
196,False,"{'a': 0.002, 'e': 0.6770568744981647}",30,0,14.699634936795956,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
197,False,"{'a': 0.002, 'e': 0.675704113960626}",35,11,-19.15140204442592,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 0}",1
198,False,"{'a': 0.002, 'e': 0.6743540562404442}",20,0,14.319193902410404,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
199,False,"{'a': 0.002, 'e': 0.6730066959373864}",25,0,-56.43218050647587,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",1
200,False,"{'a': 0.002, 'e': 0.6716620276620098}",25,5,22.450572102115856,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.002, 'e': 0.6703200460356393}",25,11,-19.23710431598579,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
202,False,"{'a': 0.002, 'e': 0.6689807456903467}",20,0,1.143615206768411,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
203,False,"{'a': 0.002, 'e': 0.6676441212689289}",20,0,-37.43347499657589,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
204,False,"{'a': 0.002, 'e': 0.6663101674248864}",30,24,9.580086527784378,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.002, 'e': 0.6649788788224019}",35,0,-33.65328723323135,"{0: 31, 1: 2, 2: 0, 3: 1, 4: 1}",0
206,False,"{'a': 0.002, 'e': 0.6636502501363194}",20,0,18.37565574062702,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
207,False,"{'a': 0.002, 'e': 0.6623242760521222}",20,0,-10.46736745401602,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
208,False,"{'a': 0.002, 'e': 0.6610009512659124}",25,0,-40.83481306726075,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
209,False,"{'a': 0.002, 'e': 0.659680270484389}",25,0,-79.1404240108128,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
210,False,"{'a': 0.002, 'e': 0.6583622284248272}",20,0,8.8504555186602,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
211,False,"{'a': 0.002, 'e': 0.6570468198150567}",30,20,11.96232465731073,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.002, 'e': 0.6557340393934418}",20,0,-82.15887847417395,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
213,False,"{'a': 0.002, 'e': 0.6544238819088586}",30,0,-86.18514719591766,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
214,False,"{'a': 0.002, 'e': 0.6531163421206756}",20,0,-57.58326358907819,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
215,False,"{'a': 0.002, 'e': 0.651811414798732}",20,0,10.281040120186102,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
216,False,"{'a': 0.002, 'e': 0.6505090947233165}",25,12,3.3606552444830933,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.002, 'e': 0.6492093766851474}",20,0,-9.893672080751136,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
218,False,"{'a': 0.002, 'e': 0.6479122554853506}",20,0,-65.77859516805235,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
219,False,"{'a': 0.002, 'e': 0.6466177259354396}",20,0,-32.97995684007497,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
220,False,"{'a': 0.002, 'e': 0.6453257828572946}",20,11,1.4877987977403462,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.002, 'e': 0.6440364210831414}",20,0,-26.943895676079787,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
222,False,"{'a': 0.002, 'e': 0.6427496354555312}",20,0,-30.04704946491513,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
223,False,"{'a': 0.002, 'e': 0.6414654208273198}",30,0,-39.62523018941992,"{0: 25, 1: 3, 2: 1, 3: 0, 4: 1}",0
224,False,"{'a': 0.002, 'e': 0.6401837720616471}",20,0,-12.136050896008202,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
225,False,"{'a': 0.002, 'e': 0.6389046840319162}",25,6,-11.669053420131238,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
226,False,"{'a': 0.002, 'e': 0.6376281516217733}",20,0,-38.9942942079201,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
227,False,"{'a': 0.002, 'e': 0.6363541697250871}",25,0,16.09021012978231,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
228,False,"{'a': 0.002, 'e': 0.6350827332459281}",20,0,-52.350469969042706,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
229,False,"{'a': 0.002, 'e': 0.633813837098549}",20,0,-4.156739488736626,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
230,False,"{'a': 0.002, 'e': 0.6325474762073634}",20,0,-65.58012770681574,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
231,False,"{'a': 0.002, 'e': 0.631283645506926}",30,15,-3.8464007295757083,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
232,False,"{'a': 0.002, 'e': 0.6300223399419123}",35,19,-54.32290213614685,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 1}",1
233,False,"{'a': 0.002, 'e': 0.6287635544670984}",20,0,-91.19605930901268,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
234,False,"{'a': 0.002, 'e': 0.6275072840473407}",20,0,17.43300085192651,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.002, 'e': 0.6262535236575559}",20,0,-49.408768708489525,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
236,False,"{'a': 0.002, 'e': 0.6250022682827008}",25,18,11.958834060058336,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.002, 'e': 0.623753512917752}",30,0,-88.51072857511747,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
238,False,"{'a': 0.002, 'e': 0.6225072525676867}",25,0,-80.44195703563302,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
239,False,"{'a': 0.002, 'e': 0.6212634822474616}",20,0,-84.04637753448634,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
240,False,"{'a': 0.002, 'e': 0.6200221969819939}",30,17,-9.737219260702092,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
241,False,"{'a': 0.002, 'e': 0.6187833918061408}",35,0,-94.90239987851939,"{0: 30, 1: 0, 2: 1, 3: 2, 4: 2}",0
242,False,"{'a': 0.002, 'e': 0.61754706176468}",20,0,22.222587259391048,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
243,False,"{'a': 0.002, 'e': 0.6163132019122897}",30,0,-40.43963491355387,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",0
244,False,"{'a': 0.002, 'e': 0.6150818073135287}",25,12,-33.300114621700395,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
245,False,"{'a': 0.002, 'e': 0.6138528730428171}",20,0,10.204816713804863,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.002, 'e': 0.6126263941844161}",25,0,-33.59868404507492,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
247,False,"{'a': 0.002, 'e': 0.6114023658324087}",20,0,-138.91326141922863,"{0: 13, 1: 3, 2: 0, 3: 1, 4: 3}",0
248,False,"{'a': 0.002, 'e': 0.6101807830906798}",20,0,-2.027550849507762,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
249,False,"{'a': 0.002, 'e': 0.6089616410728969}",25,0,0.29015621923595103,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
250,False,"{'a': 0.002, 'e': 0.6077449349024902}",25,3,-26.07532218743642,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 0}",1
251,False,"{'a': 0.002, 'e': 0.6065306597126334}",25,0,-12.880879496551533,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 0}",0
252,False,"{'a': 0.002, 'e': 0.6053188106462243}",20,0,-36.02795934411231,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
253,False,"{'a': 0.002, 'e': 0.6041093828558647}",30,21,9.557160773721403,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.002, 'e': 0.6029023715038421}",25,0,-42.162345393130565,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
255,False,"{'a': 0.002, 'e': 0.6016977717621094}",30,0,-123.82945302743886,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
256,False,"{'a': 0.002, 'e': 0.6004955788122659}",25,5,0.0026244333639511286,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
257,False,"{'a': 0.002, 'e': 0.5992957878455384}",20,0,-7.906551634134604,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
258,False,"{'a': 0.002, 'e': 0.5980983940627613}",25,0,-6.432345018431701,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
259,False,"{'a': 0.002, 'e': 0.596903392674358}",25,6,-20.800582593225982,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
260,False,"{'a': 0.002, 'e': 0.5957107789003212}",25,13,-40.16724183147605,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
261,False,"{'a': 0.002, 'e': 0.5945205479701944}",25,0,-12.584938109485792,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
262,False,"{'a': 0.002, 'e': 0.593332695123052}",20,0,-139.88703810541205,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
263,False,"{'a': 0.002, 'e': 0.5921472156074813}",20,0,-32.14310922051132,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
264,False,"{'a': 0.002, 'e': 0.5909641046815625}",20,0,-4.166360198489129,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
265,False,"{'a': 0.002, 'e': 0.5897833576128504}",20,0,-3.7150716303316798,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
266,False,"{'a': 0.002, 'e': 0.5886049696783552}",25,0,10.02200779318692,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
267,False,"{'a': 0.002, 'e': 0.5874289361645234}",30,0,-92.86992930537548,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
268,False,"{'a': 0.002, 'e': 0.5862552523672196}",25,0,-26.17515218490211,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
269,False,"{'a': 0.002, 'e': 0.5850839135917069}",35,0,-100.77116379905897,"{0: 27, 1: 2, 2: 4, 3: 0, 4: 2}",0
270,False,"{'a': 0.002, 'e': 0.5839149151526287}",20,0,-33.210994189067755,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
271,False,"{'a': 0.002, 'e': 0.5827482523739896}",25,0,-64.78420999368379,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
272,False,"{'a': 0.002, 'e': 0.5815839205891371}",25,0,-117.53849742261316,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
273,False,"{'a': 0.002, 'e': 0.5804219151407424}",20,0,-133.9767061110746,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
274,False,"{'a': 0.002, 'e': 0.579262231380782}",25,0,-17.415244195336964,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
275,False,"{'a': 0.002, 'e': 0.5781048646705196}",25,0,-24.085954885098676,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
276,False,"{'a': 0.002, 'e': 0.5769498103804866}",20,7,-63.10531028374629,"{0: 8, 1: 3, 2: 0, 3: 1, 4: 1}",1
277,False,"{'a': 0.002, 'e': 0.5757970638904645}",20,0,-9.667358547048414,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
278,False,"{'a': 0.002, 'e': 0.5746466205894657}",25,5,-21.67848127019942,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
279,False,"{'a': 0.002, 'e': 0.5734984758757153}",30,5,6.23118896095752,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",1
280,False,"{'a': 0.002, 'e': 0.5723526251566332}",30,0,-56.98536328622803,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
281,False,"{'a': 0.002, 'e': 0.5712090638488149}",30,14,22.189949068316132,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.002, 'e': 0.5700677873780134}",25,0,-27.893575998643946,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
283,False,"{'a': 0.002, 'e': 0.5689287911791218}",20,4,-63.24780556781282,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 1}",1
284,False,"{'a': 0.002, 'e': 0.5677920706961532}",20,0,-17.592467354601048,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
285,False,"{'a': 0.002, 'e': 0.5666576213822246}",25,0,-55.59701574185138,"{0: 18, 1: 3, 2: 2, 3: 2, 4: 0}",0
286,False,"{'a': 0.002, 'e': 0.5655254386995371}",20,0,-20.366932508166094,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
287,False,"{'a': 0.002, 'e': 0.5643955181193583}",25,0,-65.00219510868106,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
288,False,"{'a': 0.002, 'e': 0.5632678551220046}",20,0,15.147507061697741,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
289,False,"{'a': 0.002, 'e': 0.5621424451968224}",25,0,-87.80475315198174,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
290,False,"{'a': 0.002, 'e': 0.5610192838421706}",20,4,-34.02870527509327,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
291,False,"{'a': 0.002, 'e': 0.559898366565402}",25,0,-35.899078310786955,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
292,False,"{'a': 0.002, 'e': 0.5587796888828463}",35,14,-30.30613782987514,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 0}",1
293,False,"{'a': 0.002, 'e': 0.5576632463197913}",25,0,-97.66748908270297,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
294,False,"{'a': 0.002, 'e': 0.5565490344104649}",30,0,-95.07561581109948,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
295,False,"{'a': 0.002, 'e': 0.5554370486980182}",25,5,-32.433791508522916,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",1
296,False,"{'a': 0.002, 'e': 0.5543272847345071}",20,11,-4.97969777510293,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
297,False,"{'a': 0.002, 'e': 0.5532197380808739}",25,0,-36.41155339889085,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
298,False,"{'a': 0.002, 'e': 0.5521144043069306}",25,4,-35.281834216760416,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 0}",1
299,False,"{'a': 0.002, 'e': 0.5510112789913407}",30,0,-58.65213871807463,"{0: 24, 1: 3, 2: 1, 3: 1, 4: 1}",0
300,False,"{'a': 0.002, 'e': 0.5499103577216016}",20,4,-54.225855143464536,"{0: 11, 1: 1, 2: 2, 3: 2, 4: 0}",1
301,False,"{'a': 0.002, 'e': 0.5488116360940265}",30,0,-56.18280733228775,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
302,False,"{'a': 0.002, 'e': 0.5477151097137275}",30,0,-97.41281658044745,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
303,False,"{'a': 0.002, 'e': 0.5466207741945976}",25,2,4.512728294343464,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
304,False,"{'a': 0.002, 'e': 0.5455286251592933}",20,0,-30.475806506242478,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
305,False,"{'a': 0.002, 'e': 0.5444386582392171}",25,0,-54.85222307424727,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
306,False,"{'a': 0.002, 'e': 0.5433508690744998}",25,0,-95.18100032125517,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
307,False,"{'a': 0.002, 'e': 0.5422652533139832}",20,0,-60.00369564575046,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
308,False,"{'a': 0.002, 'e': 0.5411818066152029}",20,0,12.545255234723768,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
309,False,"{'a': 0.002, 'e': 0.5401005246443706}",25,0,-54.89658495193219,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
310,False,"{'a': 0.002, 'e': 0.539021403076357}",20,0,-34.62543647031656,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
311,False,"{'a': 0.002, 'e': 0.5379444375946745}",35,10,13.061991304002625,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.002, 'e': 0.5368696238914595}",20,0,-23.869113853412276,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
313,False,"{'a': 0.002, 'e': 0.535796957667456}",20,0,-28.104303090925658,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
314,False,"{'a': 0.002, 'e': 0.5347264346319975}",20,0,-0.5338315069819152,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
315,False,"{'a': 0.002, 'e': 0.5336580505029906}",20,2,-19.790294063328723,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1
316,False,"{'a': 0.002, 'e': 0.5325918010068972}",25,0,-53.520924119812506,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
317,False,"{'a': 0.002, 'e': 0.5315276818787179}",30,3,-37.29002147962341,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 0}",1
318,False,"{'a': 0.002, 'e': 0.5304656888619749}",20,6,-52.47405557983366,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
319,False,"{'a': 0.002, 'e': 0.5294058177086945}",20,0,-38.55533218894421,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
320,False,"{'a': 0.002, 'e': 0.528348064179391}",20,0,-65.30667274101762,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
321,False,"{'a': 0.002, 'e': 0.5272924240430485}",30,0,-41.50773190266184,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
322,False,"{'a': 0.002, 'e': 0.5262388930771054}",25,8,-36.00401817533125,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 0}",1
323,False,"{'a': 0.002, 'e': 0.5251874670674361}",20,0,-57.732097905674294,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
324,False,"{'a': 0.002, 'e': 0.5241381418083354}",25,0,-10.129739517701228,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
325,False,"{'a': 0.002, 'e': 0.5230909131025008}",35,15,-49.71422461335682,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
326,False,"{'a': 0.002, 'e': 0.522045776761016}",20,3,-6.744267273590584,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
327,False,"{'a': 0.002, 'e': 0.5210027286033344}",20,0,-57.44386135627961,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
328,False,"{'a': 0.002, 'e': 0.5199617644572618}",20,0,-136.8691765891179,"{0: 9, 1: 6, 2: 2, 3: 1, 4: 2}",0
329,False,"{'a': 0.002, 'e': 0.5189228801589404}",20,0,-104.93561373482211,"{0: 15, 1: 1, 2: 0, 3: 2, 4: 2}",0
330,False,"{'a': 0.002, 'e': 0.5178860715528314}",25,1,-22.639849369001148,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 0}",1
331,False,"{'a': 0.002, 'e': 0.5168513344916992}",30,0,-72.33782165604536,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
332,False,"{'a': 0.002, 'e': 0.5158186648365941}",35,0,-99.85584306357167,"{0: 28, 1: 3, 2: 1, 3: 1, 4: 2}",0
333,False,"{'a': 0.002, 'e': 0.5147880584568362}",25,8,-72.9150857935542,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 1}",1
334,False,"{'a': 0.002, 'e': 0.5137595112299983}",35,0,-53.94881524034943,"{0: 28, 1: 2, 2: 4, 3: 0, 4: 1}",0
335,False,"{'a': 0.002, 'e': 0.5127330190418905}",25,0,-78.72631642069447,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
336,False,"{'a': 0.002, 'e': 0.5117085777865424}",20,0,-76.36578751370853,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
337,False,"{'a': 0.002, 'e': 0.5106861833661879}",25,0,-25.620051451235405,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
338,False,"{'a': 0.002, 'e': 0.5096658316912476}",20,1,-48.19986436190446,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
339,False,"{'a': 0.002, 'e': 0.5086475186803137}",30,5,1.2714651952595732,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",1
340,False,"{'a': 0.002, 'e': 0.5076312402601327}",30,0,-47.59589287395872,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
341,False,"{'a': 0.002, 'e': 0.5066169923655895}",25,0,-47.9649208014848,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
342,False,"{'a': 0.002, 'e': 0.5056047709396915}",25,4,-90.32783035202861,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 2}",1
343,False,"{'a': 0.002, 'e': 0.5045945719335512}",20,15,0.4551677338058431,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.002, 'e': 0.5035863913063714}",25,13,-57.01091002886082,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 1}",1
345,False,"{'a': 0.002, 'e': 0.5025802250254283}",20,4,2.57234083236413,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
346,False,"{'a': 0.002, 'e': 0.5015760690660555}",30,16,8.390848302571628,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.002, 'e': 0.5005739194116277}",20,0,-2.9469366824199295,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
348,False,"{'a': 0.002, 'e': 0.4995737720535449}",30,0,-89.7109564351313,"{0: 18, 1: 5, 2: 5, 3: 2, 4: 0}",0
349,False,"{'a': 0.002, 'e': 0.4985756229912165}",30,0,-56.22162201080735,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
350,False,"{'a': 0.002, 'e': 0.4975794682320448}",30,2,-171.79723591066113,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 4}",1
351,False,"{'a': 0.002, 'e': 0.49658530379140947}",20,0,-75.74028717600608,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
352,False,"{'a': 0.002, 'e': 0.4955931256926514}",25,0,-113.14647434859049,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
353,False,"{'a': 0.002, 'e': 0.494602929967057}",20,6,2.556574095134045,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.002, 'e': 0.4936147126538418}",30,5,-71.56968857679624,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",1
355,False,"{'a': 0.002, 'e': 0.49262846980013547}",25,0,-48.354397754066646,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
356,False,"{'a': 0.002, 'e': 0.4916441974609651}",30,24,10.305104349578572,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.002, 'e': 0.4906618916992401}",30,23,10.902752924601788,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.002, 'e': 0.4896815485857362}",30,0,-84.38788313588368,"{0: 23, 1: 1, 2: 3, 3: 2, 4: 1}",0
359,False,"{'a': 0.002, 'e': 0.4887031641990795}",20,6,8.948340939200397,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.002, 'e': 0.4877267346257312}",25,0,-83.87869176643711,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
361,False,"{'a': 0.002, 'e': 0.4867522559599717}",25,0,-80.52421238652863,"{0: 19, 1: 4, 2: 0, 3: 0, 4: 2}",0
362,False,"{'a': 0.002, 'e': 0.485779724303885}",25,0,-173.6164721342854,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 3}",0
363,False,"{'a': 0.002, 'e': 0.48480913576734325}",25,0,-94.49083025634226,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
364,False,"{'a': 0.002, 'e': 0.483840486467991}",20,0,-43.782586178462616,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
365,False,"{'a': 0.002, 'e': 0.48287377253122976}",25,0,-69.7827903948291,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
366,False,"{'a': 0.002, 'e': 0.48190899009020244}",30,15,-81.99890406765422,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 2}",1
367,False,"{'a': 0.002, 'e': 0.480946135285778}",20,0,-17.959900091026334,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
368,False,"{'a': 0.002, 'e': 0.479985204266536}",20,0,-8.21548354301786,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
